id_i,id_j
1,3
1,4
2,3
4,5
5,6
5,7
7,9
8,9
8,12
10,11
11,12
11,22
11,30
13,15
13,18
14,15
16,18
16,24
17,18
19,20
19,24
20,21
20,57
22,23
23,25
24,25
26,28
26,29
26,44
27,28
28,35
29,31
30,31
32,33
33,34
34,37
35,37
36,37
38,40
38,48
39,40
39,42
41,42
42,43
44,46
45,46
45,48
47,48
48,50
49,50
51,53
51,62
52,53
53,54
54,55
55,56
56,77
57,58
57,75
58,59
59,60
60,61
61,62
63,64
63,67
64,65
65,73
66,68
67,68
69,71
70,71
70,72
72,73
73,74
74,75
76,78
76,79
76,85
77,78
79,81
80,81
80,99
82,83
82,87
83,84
85,86
86,87
88,90
88,91
89,90
90,94
91,93
92,93
94,96
95,96
95,100
95,155
97,98
98,100
99,100
101,102
101,104
102,103
103,107
104,105
105,106
105,114
107,108
108,109
108,112
110,111
111,112
113,114
113,124
114,115
115,117
116,118
117,118
119,120
119,122
120,121
121,127
122,123
123,124
124,125
126,127
126,130
126,134
127,128
129,131
130,131
130,179
132,134
133,134
133,136
135,137
135,148
136,137
138,140
139,140
139,141
141,142
142,143
143,144
144,145
144,147
145,146
147,148
147,149
149,150
151,153
151,162
152,153
152,156
154,156
155,156
157,158
157,161
158,159
160,162
160,175
161,162
163,164
163,166
164,165
164,174
166,168
166,177
167,168
169,170
169,174
170,171
172,173
172,175
174,175
176,178
176,182
176,189
177,178
178,179
179,180
180,181
182,183
183,184
184,185
185,187
186,187
188,190
189,190
190,193
191,193
192,193
193,200
194,195
194,197
195,196
197,198
198,199
199,200
