id_i,id_j
1,2
1,3
2,4
2,20
3,5
3,12
4,6
5,7
6,9
7,8
7,40
8,11
9,10
9,53
10,21
11,84
12,13
13,14
13,19
14,15
15,16
16,17
17,18
17,49
21,22
21,23
22,28
23,24
24,25
25,26
25,27
27,31
28,29
29,30
29,41
31,32
32,33
32,44
33,34
33,54
34,35
35,36
35,42
36,37
37,38
38,39
38,60
40,58
41,55
42,43
42,82
44,45
44,71
45,46
45,48
46,47
47,52
48,63
49,50
50,51
50,92
53,68
54,91
55,56
56,57
56,96
57,86
58,59
58,61
61,62
61,100
63,64
63,72
64,65
65,66
66,67
66,70
68,69
68,95
70,83
71,80
72,73
72,79
73,74
73,98
74,75
74,78
75,76
76,77
77,81
81,85
86,87
86,90
87,88
88,89
89,99
92,93
92,94
94,97
