id_i,id_j
1,2
1,3
1,11
2,4
3,7
3,30
4,5
5,6
5,19
6,15
7,8
8,9
9,10
9,18
11,12
12,13
13,14
13,34
15,16
16,17
16,20
17,26
18,58
19,72
20,21
21,22
21,31
22,23
23,24
24,25
24,32
25,39
26,27
27,28
27,35
28,29
28,33
32,59
33,56
35,36
36,37
36,38
38,48
39,40
39,41
41,42
42,43
43,44
43,68
44,45
45,46
46,47
46,52
47,93
48,49
48,85
49,50
50,51
50,67
52,53
52,97
53,54
54,55
54,61
56,57
56,63
57,86
58,64
59,60
59,62
64,65
64,66
66,69
67,77
68,89
69,70
70,71
70,74
71,75
72,73
72,83
74,98
75,76
76,91
77,78
77,82
78,79
79,80
80,81
83,84
85,90
86,87
87,88
87,92
90,99
93,94
94,95
95,96
95,100
