id_i,id_j
1,2
1,3
1,16
1,40
2,9
2,11
2,14
2,34
2,46
3,4
3,5
3,6
3,7
3,8
4,10
4,22
4,38
6,37
7,13
7,17
7,25
8,15
8,24
8,50
9,23
9,28
10,12
10,33
11,27
15,18
15,20
15,21
16,19
16,29
16,41
19,26
19,39
21,47
23,51
25,30
26,31
26,32
26,48
27,42
29,53
33,43
33,44
34,35
34,36
35,45
36,49
47,52
52,54
54,55
54,56
56,57
57,58
58,59
58,60
60,61
61,62
62,63
63,64
64,65
65,66
65,68
66,67
68,69
69,70
69,71
69,73
71,72
73,74
74,75
75,76
75,77
75,78
78,79
79,80
80,81
81,82
82,83
83,84
83,85
85,86
85,87
85,88
88,89
88,90
90,91
90,92
92,93
93,94
94,95
94,97
95,96
95,99
97,98
99,100
