id_i,id_j
1,2
1,10
1,11
1,24
2,3
2,4
2,90
3,5
3,6
3,7
4,9
5,12
6,14
6,28
7,8
7,15
7,79
8,13
8,54
9,30
9,56
10,16
10,17
10,20
11,19
11,81
12,42
12,108
13,22
14,18
14,55
16,47
17,21
17,41
18,26
18,46
18,48
19,23
19,32
20,36
20,58
21,27
21,31
22,25
22,29
23,34
25,37
25,123
26,64
27,35
27,39
28,44
29,91
30,63
31,144
32,33
32,57
34,87
34,115
35,132
37,38
37,40
38,43
38,141
38,156
39,92
40,67
41,49
41,109
41,187
42,45
42,62
42,166
43,50
43,52
44,61
46,75
48,59
48,135
49,73
50,51
50,53
50,146
51,83
51,197
53,113
54,160
55,66
55,95
56,77
56,84
57,104
58,107
58,118
58,157
59,60
59,65
61,74
62,69
62,133
62,142
63,89
63,101
63,112
64,71
65,68
65,185
66,78
66,82
67,86
67,96
67,99
67,130
68,70
68,88
68,191
69,173
69,189
70,80
70,110
71,72
73,93
73,103
73,121
73,162
74,76
74,126
75,119
75,150
77,94
78,97
78,98
81,134
82,154
82,183
83,85
84,116
84,120
85,114
85,168
87,148
87,170
92,111
93,136
94,100
95,169
96,167
97,106
98,102
98,105
101,117
101,175
102,122
102,151
107,137
107,192
108,127
111,131
111,149
111,194
113,164
115,186
116,129
119,128
119,161
119,177
120,124
121,143
121,182
122,125
122,139
124,153
128,138
129,188
130,159
131,147
132,140
134,155
136,158
138,145
139,198
141,178
143,152
145,200
147,184
148,165
149,171
151,179
152,190
153,174
153,181
155,163
157,180
157,196
164,176
165,172
171,195
177,193
190,199
