id_i,id_j
1,2
1,12
2,3
2,6
3,16
4,5
5,6
5,79
7,8
8,9
9,12
10,12
11,12
13,14
14,15
14,19
15,16
16,18
17,18
19,21
20,21
20,22
22,23
23,25
24,25
24,37
26,27
26,30
27,28
28,35
29,31
29,48
30,31
32,34
33,34
34,35
35,36
36,37
38,40
39,40
39,43
41,42
41,44
42,43
44,46
45,46
45,50
47,48
47,49
49,50
51,52
52,53
52,54
53,58
54,55
55,56
57,59
58,59
59,62
60,61
60,64
61,62
63,64
64,65
65,66
66,68
67,68
67,75
69,71
69,92
70,71
71,72
72,73
73,75
74,75
76,77
76,81
77,78
77,89
79,80
79,82
80,81
82,84
83,84
84,87
85,86
86,87
88,90
89,90
89,93
90,96
91,92
92,93
94,96
95,96
95,100
97,98
98,100
99,100
