id_i,id_j
1,2
1,3
1,16
1,17
1,66
2,4
2,9
2,46
3,7
3,11
4,5
4,6
4,10
5,8
7,12
7,45
7,47
8,28
9,37
10,13
10,19
10,27
11,14
12,26
12,59
13,15
13,18
13,467
14,22
14,50
14,439
15,20
15,24
16,21
16,58
17,39
18,74
19,33
19,164
20,30
20,69
20,77
21,31
21,32
21,53
22,23
22,25
22,89
23,34
23,56
24,29
25,44
25,95
26,52
26,57
27,49
28,63
29,41
29,79
29,254
29,353
30,55
31,36
31,104
32,35
33,73
33,110
34,48
34,125
35,38
35,60
36,142
37,40
38,87
38,94
38,117
39,82
40,42
40,43
40,51
41,140
42,133
42,452
43,54
43,106
44,64
44,72
44,80
44,111
45,213
47,154
48,88
48,90
49,61
49,91
51,62
53,175
53,187
54,67
55,115
55,138
56,76
56,97
57,85
57,144
58,128
60,84
61,141
61,235
62,70
62,75
62,238
63,78
63,105
63,129
64,65
65,83
66,71
67,68
67,418
68,81
68,143
68,197
69,86
70,112
71,151
71,206
72,287
72,498
73,116
74,160
74,380
75,185
75,236
76,204
76,344
78,99
78,136
78,223
79,132
80,92
80,114
80,134
80,193
81,93
81,109
81,412
82,98
82,108
82,113
83,156
84,166
84,361
85,183
86,118
86,474
87,96
87,107
88,135
88,194
89,124
90,120
92,356
93,122
94,177
95,101
97,100
97,182
98,479
99,102
99,162
100,257
101,170
101,207
101,273
102,103
102,123
102,181
102,227
103,157
105,119
106,200
107,121
107,304
108,161
108,201
109,127
110,480
111,172
112,145
112,174
113,179
114,126
115,176
116,137
117,228
117,362
118,148
119,153
120,189
121,169
122,130
122,158
123,297
124,139
125,150
126,131
126,167
127,218
129,155
129,165
129,171
130,211
131,255
131,299
132,222
132,226
132,252
134,232
135,147
136,234
137,146
137,192
138,168
139,163
139,325
140,149
142,270
143,318
143,391
143,493
144,278
145,173
145,208
145,209
146,184
148,282
149,152
149,202
150,190
150,195
151,276
152,346
153,231
156,191
156,225
157,199
158,159
159,196
162,198
163,205
164,283
165,449
166,468
167,180
168,186
168,243
168,259
169,212
169,251
169,268
170,220
172,216
172,244
173,292
176,178
178,447
178,487
179,224
180,210
180,284
182,188
183,203
184,327
186,217
186,219
186,262
190,261
192,300
195,303
196,230
196,253
196,313
197,463
198,214
198,215
199,288
200,486
201,247
202,329
203,275
203,355
205,425
208,245
208,271
210,364
211,239
211,274
211,451
212,250
215,285
216,241
217,221
218,351
219,260
219,390
220,277
221,233
221,240
221,256
221,311
222,263
222,310
222,422
223,249
224,237
225,229
225,248
225,328
226,242
229,488
230,335
231,381
231,408
233,428
233,473
234,370
234,371
237,280
239,246
239,440
241,315
241,332
242,312
242,339
244,293
245,281
245,291
246,258
246,326
247,269
248,267
249,264
249,347
250,290
250,368
251,394
251,416
253,266
254,352
256,265
258,286
259,289
260,388
260,398
260,446
261,395
262,438
264,294
265,296
265,343
266,331
266,338
267,272
267,306
268,354
270,309
274,279
275,324
276,348
279,383
280,314
281,336
281,377
282,302
284,334
284,342
285,323
285,357
286,307
286,320
288,369
288,456
288,492
289,295
289,301
291,308
292,298
292,317
294,305
296,349
299,358
300,387
301,319
301,366
303,316
303,373
304,475
305,401
305,485
307,322
307,424
307,458
310,405
310,443
312,419
313,396
313,432
313,461
314,427
314,430
315,407
317,330
317,421
318,333
319,340
320,321
323,345
323,409
324,341
324,389
327,363
328,337
330,376
330,393
333,360
333,382
335,423
337,367
337,392
338,464
339,365
340,435
341,359
342,453
343,455
346,350
349,372
350,442
351,374
352,410
354,500
358,429
359,386
360,489
363,400
364,379
365,385
366,384
366,426
367,445
367,483
368,433
369,414
371,378
372,402
374,375
374,417
374,436
375,491
376,397
376,415
381,404
385,476
386,434
387,411
387,462
392,471
394,399
394,406
395,444
397,478
398,457
399,403
399,459
400,413
400,484
402,420
403,482
404,477
407,481
410,497
411,494
411,496
415,431
421,437
425,472
426,450
431,441
434,454
435,469
445,499
446,470
447,448
448,465
456,460
457,466
474,495
489,490
