id_i,id_j
1,2
1,3
1,7
1,13
2,6
3,4
3,5
4,8
4,12
4,16
5,19
5,66
6,10
6,14
6,70
7,11
8,9
8,26
9,15
9,40
9,183
9,357
10,60
11,44
11,87
12,17
12,22
12,177
13,27
13,59
14,18
14,30
14,31
16,20
16,48
17,105
18,21
18,62
18,118
19,23
19,25
19,41
20,56
21,28
22,72
22,84
23,24
23,293
24,260
25,37
26,33
27,29
27,36
28,95
28,106
28,439
29,32
29,39
29,63
30,54
30,174
31,43
32,34
32,53
33,35
33,103
33,330
34,167
35,38
37,61
37,67
37,97
38,45
39,50
39,51
40,89
41,42
41,283
42,90
43,46
43,47
43,52
44,55
44,80
45,64
45,79
45,124
46,49
47,88
48,110
48,123
49,81
51,73
52,57
54,68
54,77
54,201
55,91
55,193
56,85
56,128
56,152
57,58
57,71
57,75
58,76
59,69
60,232
61,176
62,147
63,65
63,145
64,172
65,94
65,218
67,143
67,471
68,74
68,86
71,190
72,122
73,119
73,311
74,83
74,211
75,101
76,78
77,92
77,234
78,82
78,126
79,125
79,188
80,140
80,148
81,107
82,155
82,187
82,295
83,102
83,134
83,423
84,98
84,108
85,99
86,166
87,237
88,117
89,430
90,96
92,93
93,109
93,114
94,127
94,247
95,104
96,136
97,100
97,129
97,142
99,175
100,113
102,112
102,154
104,376
106,115
107,111
108,257
109,121
109,229
109,484
111,120
112,116
112,156
112,169
113,135
113,158
113,220
114,428
115,267
115,373
116,138
117,196
117,198
119,424
120,144
120,231
120,326
121,146
121,297
122,225
125,130
125,131
126,137
126,139
127,185
128,162
128,332
129,240
129,268
130,133
130,371
131,132
131,163
131,221
133,153
133,168
133,178
133,354
134,440
135,149
136,165
138,157
138,164
138,252
139,150
139,300
140,141
140,246
143,203
144,161
145,173
146,179
146,186
148,159
149,202
149,209
150,151
150,310
150,349
151,433
152,468
153,223
153,243
153,245
155,242
155,244
156,199
156,366
157,182
157,189
158,160
158,264
159,191
159,194
159,235
160,170
161,171
162,228
164,181
165,304
166,200
167,285
167,327
168,204
170,197
170,261
171,214
172,205
172,263
172,361
173,210
173,422
174,315
175,258
176,180
177,255
179,192
179,276
179,435
180,372
180,402
181,184
181,230
181,256
184,195
184,216
185,238
185,305
185,312
186,217
187,259
188,387
189,212
189,455
190,207
190,265
190,274
191,273
191,303
193,206
193,275
194,224
195,248
196,226
196,227
196,266
197,271
197,321
199,272
199,277
199,367
202,292
202,370
203,278
203,320
204,219
204,346
204,350
204,356
205,233
206,208
209,319
210,213
210,241
211,317
212,374
212,400
212,409
213,269
213,419
214,215
216,347
216,415
217,222
217,420
217,460
218,313
219,500
220,239
220,352
221,270
221,396
222,363
223,294
224,335
225,287
225,418
226,286
226,299
228,281
228,383
229,282
229,360
231,369
232,492
235,236
235,288
236,254
237,338
238,279
240,306
240,368
241,250
242,331
243,249
243,307
245,343
246,253
246,301
247,280
248,251
249,499
250,262
250,284
251,381
251,485
253,362
254,291
254,340
254,379
256,413
257,365
259,289
259,377
259,399
261,339
264,334
266,385
267,302
271,364
273,449
274,309
274,314
275,290
276,443
278,345
279,322
281,353
284,337
286,333
287,452
288,296
289,414
290,308
290,323
290,446
291,325
291,380
293,298
294,316
294,336
295,341
295,481
296,355
296,393
299,375
299,483
302,348
303,447
303,474
306,342
307,324
308,329
309,384
309,395
310,392
310,412
311,431
312,425
313,318
316,403
317,487
318,411
319,358
319,465
323,328
323,450
324,438
325,398
326,421
326,453
327,401
329,451
331,344
331,389
332,470
334,351
336,405
337,482
338,386
340,359
342,390
342,427
343,434
347,462
350,388
356,382
361,378
362,448
364,456
365,466
366,436
369,408
371,406
371,476
376,394
378,391
380,429
381,458
383,426
384,397
387,486
388,417
390,432
391,407
392,469
397,404
397,410
399,416
400,442
400,464
401,467
402,473
404,472
408,454
409,457
410,437
413,445
415,463
415,491
419,459
419,477
425,488
429,489
430,494
431,498
434,444
435,475
436,461
437,441
441,497
443,490
449,479
450,495
458,493
464,480
470,478
475,496
