id_i,id_j
1,2
2,3
2,10
3,6
4,5
5,6
7,8
8,9
9,10
10,11
11,12
12,25
13,15
13,17
14,15
14,19
16,18
17,18
17,27
19,21
20,21
20,24
22,23
22,74
23,24
24,25
26,27
27,28
28,31
29,31
29,32
30,31
32,34
32,37
33,34
33,43
35,37
36,37
38,40
38,48
39,40
40,41
41,42
42,43
44,45
45,46
46,50
47,48
47,50
49,50
51,52
52,53
53,55
54,56
55,56
56,61
57,58
57,60
58,59
59,70
60,62
61,62
63,64
63,72
64,65
64,66
66,68
67,68
69,70
69,82
70,71
71,72
72,73
73,74
74,75
76,77
77,78
78,79
79,80
80,81
80,85
82,83
83,84
83,98
84,87
85,87
86,87
86,157
88,89
89,90
89,93
91,92
91,94
92,93
94,95
95,96
96,97
97,98
97,100
99,100
101,102
101,104
102,103
104,106
105,106
106,108
107,109
108,109
109,111
110,112
111,112
111,118
113,114
113,118
114,115
115,169
116,117
116,122
117,118
119,120
120,121
120,124
122,123
123,125
123,132
124,125
126,127
126,130
127,128
129,130
130,131
130,137
132,134
133,134
133,143
134,136
135,137
136,137
138,140
139,140
139,150
140,143
141,142
142,143
144,145
145,146
146,148
147,148
147,149
149,150
151,152
152,153
152,196
153,156
154,156
155,156
155,162
157,159
157,173
158,159
158,162
160,161
161,162
163,165
164,165
164,168
166,168
167,168
167,173
169,170
170,171
171,175
172,173
172,174
174,175
176,177
177,178
178,180
178,182
179,181
180,181
182,183
182,186
183,184
184,188
185,186
186,187
188,190
188,192
189,190
191,193
191,194
192,193
194,196
194,197
195,196
197,198
198,200
199,200
