id_i,id_j
1,2
1,3
2,4
3,6
4,5
4,7
5,15
6,8
8,9
9,10
9,14
10,11
10,19
11,12
12,13
12,20
14,16
15,21
16,17
17,18
17,23
20,24
21,22
21,31
22,26
24,25
25,35
26,27
27,28
27,33
28,29
29,30
29,34
31,32
31,41
32,45
33,40
35,36
35,63
36,37
37,38
38,39
38,55
41,42
42,43
43,44
43,62
44,46
46,47
46,56
47,48
47,54
48,49
49,50
50,51
50,57
51,52
52,53
52,59
53,72
54,58
56,64
57,60
60,61
62,70
63,66
64,65
64,74
66,67
66,78
67,68
68,69
68,75
70,71
70,76
72,73
73,79
74,80
75,81
76,77
76,84
77,85
78,86
79,82
80,87
81,90
82,83
83,95
84,88
86,89
87,96
90,91
91,92
92,93
93,94
96,97
96,99
97,98
99,100
