id_i,id_j
1,2
1,3
1,4
1,16
2,5
2,6
3,7
3,8
3,22
4,14
7,17
7,18
7,25
8,9
8,10
10,11
10,12
10,13
11,26
12,29
13,15
13,28
15,19
15,21
16,20
17,24
18,23
18,30
20,31
24,27
27,33
31,32
33,34
34,35
34,36
36,37
37,38
38,39
39,40
40,41
41,42
42,43
43,44
44,45
44,46
46,47
47,48
47,49
49,50
50,51
50,52
52,53
53,54
53,55
55,56
55,57
57,58
57,59
57,63
58,60
59,62
60,61
63,64
63,65
65,66
66,67
67,68
68,69
69,70
69,71
69,72
69,73
73,74
74,75
75,76
75,77
75,78
78,79
78,80
80,81
80,82
82,83
83,84
83,85
85,86
86,87
87,88
88,89
88,90
90,91
91,92
92,93
92,94
94,95
95,96
96,97
97,98
98,99
99,100
