id_i,id_j
1,2
2,3
2,4
4,6
5,6
5,7
7,9
8,9
8,10
10,11
10,136
11,12
12,19
13,14
13,16
14,15
15,37
16,17
16,21
17,18
19,21
20,21
20,22
22,23
23,25
24,25
24,89
26,28
26,29
27,28
29,30
29,32
30,31
32,33
32,40
33,34
34,35
35,36
36,37
38,40
39,40
39,41
39,49
41,43
42,43
44,45
45,46
45,47
47,48
48,50
49,50
51,53
52,53
53,54
54,56
54,60
55,56
57,58
58,59
58,62
59,64
60,61
61,62
63,65
64,65
64,68
66,67
67,68
68,73
69,71
70,71
70,98
71,72
72,73
72,74
74,75
76,77
76,80
77,78
79,81
80,81
81,85
81,95
82,83
82,87
83,84
85,86
86,87
88,90
88,92
89,90
89,94
91,93
92,93
94,96
95,96
95,100
97,98
98,100
99,100
101,103
102,103
102,105
103,108
104,105
105,106
107,108
107,110
108,109
110,112
111,112
112,121
113,114
113,118
114,115
115,124
116,117
117,118
117,143
119,120
120,121
120,125
122,123
123,124
124,125
126,127
127,128
127,138
128,130
129,131
129,137
130,131
132,134
133,134
133,182
134,136
135,137
136,137
138,140
139,140
139,141
141,143
142,143
142,145
144,145
144,150
145,146
147,148
148,150
149,150
151,153
152,153
152,156
154,156
155,156
155,160
157,158
158,159
159,160
160,162
160,171
161,162
163,164
163,168
164,165
166,167
167,168
168,174
168,194
169,171
170,171
171,175
172,173
173,175
174,175
176,177
176,197
177,178
178,180
179,180
180,181
180,184
182,184
183,184
183,185
185,186
186,187
188,189
189,190
189,191
189,196
191,192
192,193
194,195
195,196
196,200
197,198
198,200
199,200
