id_i,id_j
1,2
1,4
1,20
1,49
2,3
2,5
3,7
3,8
4,9
5,6
6,11
6,30
7,10
8,12
8,16
9,13
9,17
9,37
10,64
11,14
11,19
11,23
12,15
12,27
13,21
14,18
14,35
15,25
15,39
15,63
16,29
16,36
17,54
17,75
18,33
19,24
19,42
19,44
21,22
21,28
21,48
22,40
23,26
24,31
25,34
25,88
27,59
28,98
29,32
30,53
31,70
32,38
33,43
34,71
34,97
35,60
36,51
36,55
37,62
38,41
38,58
39,90
40,45
41,47
42,94
43,46
43,69
43,76
45,50
45,81
46,61
46,74
47,79
49,52
50,77
50,78
50,80
53,68
53,84
53,89
54,57
54,73
55,56
57,65
59,66
62,72
62,85
64,87
66,67
67,83
70,95
74,91
77,82
77,100
78,99
83,86
83,96
89,93
91,92
