id_i,id_j
1,3
2,3
2,4
3,11
4,5
5,6
7,8
7,10
8,9
9,78
10,12
10,19
11,12
13,15
13,19
14,15
14,18
16,17
17,18
19,21
20,21
20,25
22,23
22,26
23,24
23,163
24,25
26,27
26,31
27,28
29,30
30,31
30,35
32,34
33,34
34,37
35,36
36,37
36,44
38,39
39,40
39,41
41,43
42,43
43,49
44,46
45,46
45,49
47,48
47,50
49,50
51,52
51,56
51,60
52,53
53,66
54,55
54,98
55,56
57,58
58,59
58,60
60,61
61,62
63,64
64,65
64,75
65,66
66,68
67,68
69,71
69,72
70,71
72,73
73,75
74,75
76,78
77,78
77,81
79,80
79,84
80,81
82,84
82,86
83,84
85,86
85,88
86,87
88,89
89,90
89,92
90,96
91,92
92,93
94,95
94,99
95,96
97,98
97,99
99,100
101,103
101,108
101,120
102,103
102,105
104,106
105,106
107,108
108,109
108,112
110,112
111,112
113,114
113,118
114,115
116,117
116,124
117,118
119,120
120,121
121,122
122,123
123,124
124,125
125,138
126,128
126,135
127,128
128,129
129,131
130,131
132,133
133,134
134,137
135,136
136,137
136,167
137,144
138,140
138,141
139,140
141,142
142,143
142,149
144,145
145,146
145,150
147,148
147,150
149,150
151,153
151,155
152,153
154,156
155,156
155,160
157,159
157,162
158,159
160,161
161,162
162,175
163,164
164,165
165,168
166,168
166,173
167,168
167,199
169,171
170,171
171,172
172,173
172,174
174,175
176,177
177,178
177,180
178,192
179,181
180,181
180,186
182,184
182,186
183,184
185,186
186,187
188,189
189,190
190,192
191,193
191,196
192,193
194,195
195,196
195,200
197,198
197,200
199,200
