id_i,id_j
1,2
1,3
2,6
2,17
2,19
3,4
3,12
4,5
4,10
5,7
5,11
5,15
7,8
8,9
8,13
10,14
14,16
14,18
14,20
17,21
21,22
22,23
23,24
24,25
24,26
26,27
27,28
28,29
28,30
28,31
31,32
32,33
32,34
34,35
34,36
36,37
36,38
38,39
39,40
40,41
41,42
41,43
43,44
43,45
45,46
45,47
47,48
48,49
49,50
50,51
51,52
51,53
53,54
53,56
54,55
56,57
56,58
56,61
57,59
57,60
61,62
62,63
63,64
64,65
65,66
66,67
66,68
68,69
68,70
68,71
71,72
72,73
72,74
74,75
74,76
76,77
77,78
78,79
78,80
80,81
80,82
82,83
83,84
84,85
85,86
85,88
86,87
86,89
89,90
90,91
91,92
92,93
93,94
93,95
95,96
95,97
95,98
96,99
96,100
