id_i,id_j
1,2
1,3
1,5
2,57
3,4
4,6
4,8
5,7
7,9
9,10
9,11
11,12
12,13
13,14
13,15
14,59
15,16
15,17
17,18
18,19
19,20
20,21
20,22
22,23
23,24
24,25
24,26
26,27
27,28
28,29
28,30
28,31
31,32
32,33
33,34
33,35
35,36
35,64
36,37
37,38
38,39
39,40
40,41
40,42
42,43
43,44
44,45
45,46
46,47
46,48
48,49
48,50
50,51
51,52
52,53
52,54
54,55
54,56
56,61
57,58
57,77
59,60
60,62
62,63
63,65
65,66
66,67
66,68
68,69
69,70
70,71
71,72
72,73
72,74
74,75
74,76
76,80
77,78
77,79
80,81
81,82
82,83
82,84
84,85
85,86
86,87
86,88
86,89
88,90
90,91
91,92
92,93
92,94
94,95
95,96
96,97
97,98
97,99
99,100
