id_i,id_j
1,2
1,6
1,11
2,3
2,13
2,16
3,4
3,8
3,9
4,5
4,15
4,17
5,7
6,21
7,12
8,10
8,19
9,14
9,18
13,22
18,20
20,23
21,24
23,49
24,25
25,26
26,27
26,28
28,29
28,30
30,31
31,32
32,33
32,34
32,36
34,35
36,37
36,38
36,39
36,40
40,41
41,42
41,44
42,43
44,45
45,46
45,47
46,48
46,51
47,50
51,52
52,53
52,55
53,54
55,56
56,57
57,58
57,59
59,60
60,61
61,62
62,63
63,64
64,65
65,66
65,67
67,68
68,69
69,70
70,71
71,72
72,73
73,74
74,75
75,76
76,77
77,78
78,79
78,173
79,80
80,81
80,82
82,83
83,84
83,85
85,86
85,87
87,88
88,89
89,90
90,91
91,92
92,93
92,94
94,95
95,96
95,97
97,98
97,100
98,99
100,101
101,102
102,103
102,104
102,105
105,106
106,107
106,108
108,109
109,110
109,111
109,112
112,113
113,114
114,115
114,116
116,117
117,118
118,119
118,120
120,121
121,122
122,123
123,124
124,125
125,126
125,127
125,128
127,129
129,130
130,131
131,132
131,133
133,134
134,135
135,136
135,137
135,138
138,139
139,140
140,141
141,142
141,143
142,144
144,145
145,146
145,147
147,148
148,149
149,150
150,151
151,152
152,153
153,154
154,155
154,159
155,156
155,158
155,161
156,157
156,160
161,162
162,163
163,164
164,165
164,166
166,167
166,168
166,169
169,170
169,171
169,172
173,174
174,175
175,176
176,177
177,178
178,179
179,180
180,181
181,182
182,183
183,184
184,185
184,186
184,187
184,189
187,188
189,190
190,191
190,192
192,193
193,194
194,195
194,196
194,197
194,198
197,199
197,200
