id_i,id_j
1,2
1,3
1,4
1,5
1,44
2,7
2,8
2,27
3,6
4,10
4,12
4,24
5,11
6,9
6,19
7,17
7,20
8,14
9,13
9,62
10,23
11,22
12,15
13,32
13,37
14,70
15,16
15,51
16,18
16,25
16,39
17,31
18,21
19,33
20,34
20,57
21,28
22,43
22,91
23,26
23,40
23,66
24,41
24,42
24,54
26,29
27,30
28,61
28,68
29,52
31,36
31,63
32,45
32,71
33,35
33,46
34,47
34,64
35,38
35,79
36,60
37,53
38,48
38,55
39,50
40,49
40,86
43,56
43,81
48,58
48,88
49,77
50,90
52,69
52,76
54,65
54,83
55,59
55,85
58,80
59,73
61,82
62,93
63,67
65,94
65,96
66,75
67,74
67,92
70,89
71,72
71,84
73,100
74,78
82,87
89,95
90,97
92,98
93,99
