id_i,id_j
1,3
1,5
1,11
2,3
4,6
5,6
7,9
7,41
8,9
8,12
8,18
10,11
11,12
13,14
13,17
14,15
16,18
17,18
17,25
19,20
20,21
21,23
22,23
23,24
24,25
26,28
27,28
27,29
27,48
29,31
30,31
30,35
32,34
32,57
33,34
33,36
35,37
36,37
38,39
38,43
39,40
41,43
41,44
42,43
44,45
45,46
45,50
47,48
47,49
49,50
51,52
52,53
53,56
54,55
54,62
54,74
55,56
57,59
57,85
58,59
58,61
60,61
61,62
63,65
64,65
64,68
66,68
67,68
67,73
69,71
70,71
70,72
72,73
73,75
74,75
76,77
76,79
76,83
77,78
77,129
79,80
80,81
80,89
82,83
83,84
84,86
85,87
86,87
88,90
89,90
89,91
91,93
92,93
93,94
94,95
94,97
95,96
97,98
98,99
99,100
101,102
101,105
101,109
102,103
104,106
105,106
107,109
107,191
108,109
109,111
110,111
110,116
111,112
113,115
114,115
114,117
116,118
116,120
117,118
117,149
119,121
120,121
121,123
122,123
122,125
124,125
126,128
126,132
127,128
127,130
129,131
130,131
132,134
133,134
134,135
135,137
136,137
136,138
138,140
138,147
139,140
140,142
141,142
142,143
144,145
144,147
145,146
147,148
148,149
149,150
151,153
151,155
152,153
154,156
154,157
155,156
157,159
158,159
159,162
160,161
160,170
161,162
162,199
163,165
163,167
164,165
164,170
166,167
167,168
169,171
169,174
170,171
172,173
172,175
174,175
176,178
177,178
178,181
178,194
179,181
180,181
180,187
182,183
183,184
183,186
185,187
186,187
188,189
189,190
189,193
189,198
191,193
192,193
194,195
195,196
196,197
197,198
197,199
199,200
