id_i,id_j
1,2
1,4
1,5
2,3
2,7
4,6
6,8
7,9
7,19
8,10
10,11
11,12
11,13
11,14
14,15
15,16
16,17
16,18
16,28
19,20
20,21
21,22
22,23
22,24
24,25
24,26
26,27
27,32
28,29
28,30
30,31
30,49
32,33
33,34
34,35
35,36
35,37
37,38
38,39
39,40
39,41
41,42
42,43
42,44
44,45
44,46
46,47
46,48
49,50
50,51
51,52
52,53
53,54
54,55
55,56
56,57
56,58
58,59
58,60
58,61
61,62
62,63
63,64
64,65
64,66
66,67
67,68
67,69
69,70
69,71
71,72
72,73
73,74
73,87
74,75
75,76
76,77
77,78
78,79
79,80
79,81
81,82
82,83
83,84
83,85
83,86
84,89
86,88
89,90
90,91
91,92
91,94
92,93
94,95
95,96
96,97
97,98
98,99
98,100
