id_i,id_j
1,2
1,3
1,4
3,5
4,7
5,6
6,9
7,8
8,15
9,10
10,11
11,12
12,13
13,14
13,43
15,16
16,17
16,18
18,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
25,27
25,28
28,29
29,30
30,31
31,32
31,33
32,94
33,34
34,35
35,36
36,37
37,38
38,39
39,40
40,41
40,46
41,42
43,44
44,45
44,60
46,47
47,48
48,49
49,50
50,51
51,52
52,53
53,54
53,55
55,56
55,57
55,58
55,59
57,78
60,61
61,62
61,63
63,64
64,65
64,66
65,75
65,76
66,67
67,68
68,69
69,70
70,71
70,72
70,74
70,90
71,73
76,77
77,92
78,79
79,80
80,81
81,82
81,83
83,84
84,85
84,86
86,87
87,88
88,89
88,91
90,93
91,95
95,96
96,97
97,98
97,99
99,100
100,101
101,102
101,103
101,104
102,188
103,105
105,106
106,107
107,108
107,109
107,110
109,189
110,111
111,112
112,113
113,114
114,115
115,116
115,127
116,117
117,118
118,119
119,120
120,121
121,122
122,123
122,124
124,125
125,126
125,129
127,128
127,138
129,130
130,131
131,132
132,133
132,134
132,135
135,136
136,137
136,154
138,139
139,140
140,141
141,142
141,143
143,144
144,145
145,146
146,147
146,148
148,149
149,150
149,151
151,152
152,153
152,186
154,155
155,156
156,157
156,158
158,159
159,160
160,161
160,162
162,163
163,164
164,165
165,166
165,167
167,168
168,169
168,170
170,171
171,172
172,173
173,174
174,175
175,176
175,177
177,178
178,179
179,180
180,181
181,182
181,183
183,184
184,185
186,187
186,190
190,191
191,192
191,193
191,194
194,195
195,196
196,197
197,198
198,199
198,200
