id_i,id_j
1,2
1,8
1,9
1,14
2,3
2,26
3,4
3,12
3,32
4,5
4,6
5,11
6,7
6,20
7,59
9,10
9,83
9,102
10,24
10,129
11,21
11,31
11,38
12,13
12,16
12,104
13,22
13,58
14,15
14,23
15,17
15,18
15,85
16,36
16,170
17,35
18,19
19,27
19,175
20,29
21,57
21,105
21,237
22,25
22,30
22,42
22,55
23,172
24,135
25,28
25,64
25,106
26,34
26,144
27,37
27,40
27,49
28,44
28,305
29,39
29,51
29,81
30,100
31,33
31,108
32,65
32,79
33,204
35,45
35,46
36,56
36,266
37,41
37,53
37,74
38,99
39,67
40,62
40,72
40,478
41,43
41,50
41,60
43,52
44,70
45,47
45,54
45,69
46,73
47,48
48,86
49,63
50,103
52,61
53,257
54,110
55,141
55,295
56,68
56,191
56,197
57,66
57,202
57,256
59,90
60,75
61,97
61,116
61,146
61,446
62,71
62,223
63,114
64,84
64,113
66,82
66,91
66,150
67,122
67,124
68,244
69,80
69,94
70,78
70,130
71,149
71,470
72,89
73,76
73,121
75,77
75,280
75,354
77,95
77,402
78,119
78,259
80,196
80,277
81,87
82,92
82,101
82,152
82,374
83,117
83,118
84,388
85,158
86,88
86,128
87,96
87,138
88,93
88,137
88,147
89,98
90,126
92,107
93,134
93,173
95,127
95,142
95,346
96,109
96,111
96,198
98,195
98,211
98,318
98,362
101,132
101,153
102,139
103,155
103,414
104,320
105,326
107,159
107,365
108,157
108,183
108,213
109,143
109,272
109,499
110,112
110,358
111,115
112,120
112,123
112,282
113,131
113,185
114,154
114,165
115,174
115,181
115,263
116,162
117,160
118,255
119,205
120,145
120,167
122,163
123,184
124,125
124,136
124,169
125,182
126,151
126,177
127,343
128,201
129,171
130,133
131,438
132,156
132,327
133,161
133,176
134,222
134,417
135,368
136,140
136,190
137,166
138,148
138,238
141,188
141,207
142,199
143,168
144,334
145,189
145,212
146,187
146,261
146,268
147,249
147,293
148,217
148,219
149,228
150,383
150,406
151,178
151,251
152,381
153,240
153,382
154,248
154,353
155,194
155,311
156,193
157,164
158,192
158,260
159,214
163,179
164,210
166,229
166,331
167,226
167,351
169,180
169,206
170,200
174,304
176,220
176,281
178,203
178,215
179,186
179,271
179,471
180,236
181,306
182,230
184,294
184,488
186,216
187,350
189,307
189,370
190,258
190,373
192,356
192,407
193,418
193,496
194,269
195,273
195,364
196,231
197,299
198,275
199,218
199,241
199,325
200,208
201,227
201,234
207,209
208,221
208,224
208,308
209,288
210,225
211,270
214,246
214,253
215,267
216,233
217,252
217,279
218,312
218,340
220,254
220,379
221,239
222,235
222,444
223,454
223,456
224,242
225,262
225,283
225,323
225,357
226,303
227,232
227,264
227,348
228,287
228,335
228,474
230,276
230,363
231,245
234,342
239,487
240,360
241,243
241,337
242,328
243,292
244,289
244,290
245,247
246,319
246,495
247,250
249,367
251,329
251,410
251,442
252,265
252,341
252,408
253,274
253,332
254,300
258,314
261,278
262,344
262,380
263,322
263,338
263,409
264,286
265,394
265,401
267,333
267,486
268,397
271,396
272,475
273,315
273,393
274,324
274,345
275,390
276,297
276,309
277,284
279,377
281,285
281,301
281,376
284,349
286,291
286,440
288,302
289,317
290,330
290,386
291,316
292,298
293,441
294,296
295,355
297,428
298,424
299,387
300,447
302,403
302,427
303,400
303,431
304,339
307,310
308,359
310,479
311,321
311,453
312,313
312,366
312,484
315,384
315,439
316,395
316,450
317,361
321,336
321,429
327,466
332,425
332,490
333,352
334,372
335,398
336,420
337,437
338,347
341,430
341,458
342,399
344,375
344,482
350,421
351,465
352,416
353,369
356,489
357,460
359,448
361,415
361,422
363,371
365,497
366,449
367,378
373,443
374,436
377,391
377,392
379,467
379,473
382,385
385,404
385,419
386,411
386,413
387,389
387,412
392,433
395,405
396,435
403,457
410,462
411,472
411,480
412,451
418,468
418,492
420,423
422,426
422,445
427,434
430,464
431,432
432,452
433,483
434,455
437,469
439,481
443,461
445,485
448,491
453,459
459,494
462,463
473,476
473,477
485,498
492,493
498,500
