id_i,id_j
1,2
1,3
1,4
1,42
2,6
2,8
2,9
3,10
3,20
3,23
4,5
4,11
5,13
5,14
6,7
6,17
7,29
8,15
9,36
11,12
12,16
13,35
14,19
15,26
15,59
16,21
16,46
16,56
17,18
18,30
18,33
18,43
18,44
18,60
19,22
19,25
20,24
20,57
21,41
22,28
22,32
22,37
23,50
23,69
24,31
24,34
25,27
26,94
27,39
27,80
28,52
28,91
31,72
32,38
32,53
32,97
34,67
36,45
37,40
37,48
38,61
39,79
39,82
40,47
41,58
43,77
44,62
44,63
45,49
46,51
46,76
47,66
47,73
48,68
49,65
49,70
51,55
52,54
53,98
55,64
56,78
57,83
58,85
58,93
60,74
64,81
64,86
70,71
71,92
71,100
74,75
75,84
76,95
77,87
81,96
83,89
84,88
88,90
94,99
