id_i,id_j
1,3
2,3
2,11
3,5
4,6
5,6
7,9
7,10
8,9
9,19
10,12
11,12
13,15
13,17
14,15
16,17
16,23
17,18
19,21
19,23
20,21
21,32
22,23
23,24
24,25
24,94
26,27
27,28
27,29
27,37
29,30
30,31
32,33
33,34
33,36
35,36
35,39
36,37
38,40
38,43
38,44
39,40
41,42
42,43
44,45
45,46
46,50
47,48
47,49
49,50
51,52
51,56
51,79
52,53
52,57
54,55
55,56
57,58
57,66
58,59
59,60
60,62
61,62
63,65
63,68
64,65
64,69
66,68
67,68
69,71
70,71
70,72
72,73
73,74
74,75
76,77
76,87
77,78
78,80
79,81
80,81
81,99
82,84
83,84
83,85
85,87
86,87
88,90
88,91
88,100
89,90
91,93
92,93
94,96
95,96
96,98
97,98
98,100
99,100
