id_i,id_j
1,2
1,3
1,4
3,6
4,5
5,14
6,7
6,23
7,8
7,64
8,9
8,29
9,10
9,20
10,11
10,17
11,12
12,13
12,27
14,15
15,16
16,19
17,18
18,38
20,21
21,22
23,24
23,32
24,25
25,26
25,28
26,33
27,59
28,36
29,30
30,31
30,39
31,41
33,34
34,35
34,42
35,52
36,37
37,49
39,40
39,57
42,43
42,58
43,44
44,45
45,46
45,63
46,47
47,48
48,70
49,50
50,51
51,60
52,53
52,83
53,54
53,99
54,55
55,56
55,97
56,85
57,61
58,76
61,62
61,65
62,98
64,84
65,66
66,67
67,68
68,69
70,71
70,74
71,72
72,73
72,75
73,100
76,77
77,78
78,79
79,80
80,81
80,82
85,86
86,87
86,96
87,88
87,94
88,89
89,90
90,91
91,92
92,93
94,95
