id_i,id_j
1,2
1,3
1,5
1,19
2,4
2,7
3,6
3,17
4,9
5,11
5,13
6,20
6,25
7,8
7,15
7,16
8,90
8,105
9,10
10,24
10,52
11,12
11,89
12,18
12,173
13,14
14,27
14,38
15,55
16,22
17,34
17,73
18,28
18,85
19,21
19,23
19,30
20,75
20,114
21,47
21,167
22,26
22,33
22,46
24,32
24,36
25,111
26,39
26,60
27,43
27,57
27,78
28,29
28,96
29,31
29,40
29,51
30,37
31,54
31,87
32,35
32,69
33,71
33,84
34,42
35,82
36,53
36,83
37,44
37,64
37,128
38,104
40,41
40,45
41,49
41,86
42,58
42,62
43,130
44,63
45,50
45,70
45,174
46,48
47,93
47,169
48,56
49,198
50,76
50,117
51,59
53,95
54,61
55,122
56,65
56,68
58,140
59,139
60,101
60,127
61,156
61,193
62,67
62,79
62,113
63,66
63,132
65,185
66,77
66,134
69,102
69,164
70,72
71,80
72,74
72,81
73,129
74,92
74,98
74,100
74,162
75,126
75,131
76,172
77,88
77,109
77,155
78,160
79,107
79,161
80,103
80,106
81,147
82,91
82,116
87,133
87,163
87,194
88,94
88,149
91,112
92,97
92,121
93,118
94,108
94,183
95,150
97,99
99,177
103,124
105,120
106,179
107,138
108,110
109,119
110,135
110,168
111,171
111,176
113,115
117,142
117,146
118,159
119,125
119,143
120,157
122,123
123,136
123,152
124,145
124,181
126,137
127,148
127,153
130,141
133,199
136,178
140,190
141,144
142,151
143,192
145,170
145,180
147,175
148,154
148,158
148,189
149,165
151,195
152,166
155,200
159,184
162,186
164,182
164,191
164,197
166,188
182,187
186,196
