id_i,id_j
1,2
2,3
2,4
4,6
5,6
5,23
6,8
7,9
8,9
9,10
10,11
11,12
13,14
13,18
14,15
14,33
16,17
16,20
17,18
19,21
20,21
21,24
22,23
22,25
24,25
26,28
27,28
27,29
27,33
28,47
29,31
30,31
32,34
33,34
33,35
35,37
36,37
38,40
39,40
40,42
41,43
42,43
42,56
43,46
44,45
44,48
45,46
47,48
48,50
49,50
51,52
51,56
52,53
54,56
55,56
55,59
55,67
57,59
58,59
59,60
60,61
60,89
61,62
63,64
63,66
64,65
66,68
67,68
68,73
69,70
70,71
70,75
72,73
73,74
74,75
76,78
77,78
77,81
77,85
79,81
79,96
80,81
82,84
82,86
83,84
85,86
86,87
88,90
89,90
89,93
90,100
91,93
92,93
94,95
94,98
95,96
97,98
97,99
99,100
