id_i,id_j
1,2
1,3
1,5
1,8
2,22
3,4
3,25
4,7
4,17
5,6
5,39
6,31
7,19
7,35
7,83
8,9
8,16
8,30
9,10
9,12
9,14
10,11
10,15
10,18
11,13
11,20
11,28
13,213
14,104
15,24
16,27
16,111
17,41
17,57
18,21
18,34
18,42
19,168
20,23
20,134
22,44
23,98
24,26
24,36
25,226
25,289
26,33
26,38
26,48
27,29
28,32
28,46
28,53
29,70
29,117
30,37
30,40
31,96
32,59
32,368
35,51
35,56
36,45
37,62
37,85
38,101
40,49
40,72
41,89
42,43
43,50
43,82
43,277
45,47
45,55
45,60
46,52
46,61
47,164
48,54
48,81
49,129
49,165
50,66
50,67
51,109
52,63
52,319
53,58
55,88
55,184
56,68
56,73
57,84
58,64
58,116
59,71
60,65
62,127
64,75
64,92
64,191
65,123
65,136
66,97
67,151
67,431
67,481
68,69
69,76
70,103
70,155
71,94
71,100
72,74
73,80
74,77
74,78
75,95
76,112
77,141
78,79
78,108
79,86
79,218
81,91
82,107
82,132
83,115
83,152
84,87
84,110
84,118
85,113
86,90
86,188
89,93
89,310
90,102
90,163
91,119
91,124
91,203
92,158
93,216
93,484
94,202
95,162
95,351
95,468
97,99
97,105
100,106
100,210
101,130
101,242
102,133
103,120
105,125
105,193
105,254
106,145
106,270
107,114
107,225
107,328
108,121
108,224
108,390
111,128
112,126
112,138
112,167
112,465
113,131
113,169
114,122
115,135
115,174
116,297
117,214
118,170
118,330
119,149
119,395
120,137
120,144
121,222
121,228
122,178
122,252
123,356
124,262
125,180
125,281
126,196
127,181
127,305
128,370
129,285
130,139
131,250
132,143
133,153
133,287
133,332
134,140
135,186
136,148
137,159
137,217
138,206
138,219
138,236
139,142
139,147
139,179
140,157
140,171
140,303
141,256
142,182
143,309
144,146
144,221
146,160
146,190
146,296
147,344
148,150
148,161
149,156
149,201
149,204
150,154
150,175
151,166
152,185
152,189
154,192
154,205
155,177
156,172
156,176
156,253
156,324
157,273
157,286
159,433
160,244
160,418
160,449
162,195
162,233
163,304
163,495
164,198
164,276
166,207
166,251
167,278
168,173
169,183
171,197
171,302
171,307
171,384
172,315
173,247
174,194
174,271
175,240
175,275
176,489
177,223
178,477
179,220
179,347
179,435
180,238
180,301
182,229
183,187
183,326
184,369
187,329
189,239
189,261
189,306
190,490
191,452
192,199
192,209
193,248
193,300
194,200
194,215
195,267
196,230
196,355
197,235
198,211
199,234
200,208
202,227
202,429
203,295
204,246
205,255
205,378
207,212
207,243
207,299
208,343
210,320
211,265
211,321
213,427
215,411
215,441
216,245
216,446
217,311
220,283
221,292
223,333
224,231
225,249
226,268
227,260
228,426
229,232
229,474
230,257
230,359
231,294
232,237
232,263
232,279
233,421
234,259
235,312
235,336
235,382
236,392
238,241
238,339
239,313
239,337
241,402
243,280
243,340
244,381
244,397
245,264
245,371
246,316
247,430
248,405
249,258
249,383
252,357
252,363
253,269
254,274
255,334
255,401
256,353
257,272
257,282
259,266
260,338
261,331
262,298
263,365
265,284
266,409
268,288
269,290
269,419
270,291
271,293
272,394
275,375
277,377
278,317
278,398
278,448
279,360
279,376
281,335
282,350
282,420
282,493
284,342
284,374
285,388
287,323
287,364
289,322
289,372
289,396
290,457
291,314
292,497
293,308
296,423
297,352
298,443
299,366
304,348
306,424
307,400
308,391
312,318
313,379
313,439
314,354
316,325
316,341
318,451
318,458
320,361
320,362
321,406
322,422
324,327
325,373
325,460
326,462
329,466
332,358
334,412
335,346
336,393
337,399
338,345
338,410
339,413
340,416
341,389
341,480
342,453
344,367
346,349
348,403
348,432
348,491
349,404
350,434
353,386
356,385
357,476
365,442
366,494
373,387
375,437
376,425
376,487
378,380
380,415
381,438
387,436
389,417
391,470
391,471
397,407
400,408
401,488
404,479
406,472
409,447
409,469
410,414
410,482
413,440
415,455
419,478
423,428
423,464
428,492
429,498
436,486
438,459
439,454
440,445
440,450
442,444
443,456
444,473
445,463
450,461
450,500
454,485
456,467
466,496
469,483
473,475
487,499
