id_i,id_j
1,2
1,3
1,9
3,4
4,5
5,6
5,16
6,7
7,8
7,12
9,10
10,11
10,17
12,13
13,14
14,15
15,19
17,18
18,22
19,20
20,21
21,23
22,25
23,24
24,35
25,26
26,27
27,28
28,29
29,30
29,34
30,31
31,32
32,33
32,55
33,47
34,40
35,36
36,37
37,38
37,39
38,41
39,46
41,42
41,43
43,44
44,45
44,52
47,48
47,51
48,49
49,50
49,56
50,61
51,53
53,54
53,57
54,62
56,71
57,58
58,59
59,60
60,63
61,72
63,64
64,65
64,68
65,66
66,67
67,69
69,70
69,82
71,75
72,73
73,74
73,76
74,118
75,78
76,77
76,95
78,79
78,105
79,80
80,81
80,96
81,101
82,83
82,90
83,84
83,102
84,85
84,89
85,86
86,87
87,88
87,104
88,91
89,120
91,92
91,103
92,93
93,94
94,111
96,97
96,98
97,100
98,99
102,114
104,110
105,106
105,117
106,107
107,108
107,109
109,113
110,112
112,124
113,121
114,115
115,116
115,131
118,119
118,127
121,122
121,130
122,123
124,125
125,126
126,128
127,179
128,129
129,133
130,141
131,132
131,140
132,136
133,134
134,135
135,146
136,137
136,172
137,138
138,139
138,162
139,155
141,142
142,143
143,144
143,145
145,147
146,176
147,148
147,154
148,149
149,150
149,161
150,151
151,152
151,153
152,160
154,174
155,156
156,157
157,158
158,159
158,163
160,175
161,171
163,164
164,165
164,173
165,166
166,167
167,168
167,195
168,169
169,170
169,180
170,177
171,182
173,186
177,178
178,189
180,181
180,183
182,190
183,184
183,185
186,187
186,188
187,196
189,193
190,191
191,192
192,198
193,194
194,197
198,199
199,200
