id_i,id_j
1,2
2,3
2,4
2,6
2,9
3,5
3,19
4,16
4,25
4,43
5,7
6,10
6,17
7,8
7,23
8,13
8,35
9,12
10,11
11,15
11,26
11,28
11,70
13,14
13,32
14,20
14,24
14,34
15,21
15,33
15,83
16,50
17,18
17,52
17,64
18,37
18,56
18,66
19,22
20,27
20,39
20,194
21,29
21,61
22,69
22,121
23,36
23,45
23,119
25,41
25,54
25,97
26,62
27,30
27,44
27,81
28,42
29,31
29,40
29,57
30,68
30,137
31,59
31,92
32,46
33,153
34,51
34,122
35,76
35,128
35,184
36,133
37,38
38,47
38,86
38,193
39,55
40,58
40,115
41,53
41,99
43,88
44,75
44,82
45,48
45,124
46,49
47,74
48,84
48,123
49,100
50,80
51,106
51,197
51,273
52,71
52,243
53,63
53,450
54,90
55,60
55,127
56,65
56,168
57,166
58,170
58,217
59,93
59,149
59,315
60,284
61,67
62,78
63,324
64,72
65,141
67,423
68,73
68,77
68,143
69,173
71,150
72,126
72,230
74,85
74,91
74,110
75,89
76,138
77,95
78,79
78,87
78,103
79,248
80,96
80,224
81,107
85,98
86,212
87,147
87,226
88,132
89,109
89,116
90,94
91,117
91,275
92,102
92,112
92,318
93,114
93,215
94,104
94,233
95,101
95,113
95,120
96,129
96,221
98,163
99,157
99,180
100,108
100,190
101,105
101,372
102,131
102,185
104,295
105,111
105,189
105,425
106,359
107,145
108,135
109,118
109,140
110,182
111,183
112,130
112,177
113,146
114,125
115,151
116,144
116,164
116,283
117,453
118,136
120,154
120,366
121,134
121,218
122,301
123,155
124,231
125,139
126,171
127,176
127,209
127,213
128,148
129,142
129,167
130,186
131,247
131,274
132,388
134,160
135,261
135,349
136,281
137,159
137,175
138,174
139,156
140,172
142,152
143,158
143,351
144,203
144,379
145,161
146,202
146,257
147,178
147,253
148,325
148,328
149,188
150,445
151,169
151,439
152,266
152,268
154,303
155,162
155,201
155,251
156,271
156,289
159,286
160,267
161,179
161,206
161,276
162,348
163,232
163,234
164,165
164,256
164,288
166,235
167,264
169,204
169,207
170,196
171,249
172,225
172,245
173,219
173,332
174,181
174,338
175,319
177,198
178,187
180,272
181,435
182,214
183,191
183,280
184,222
186,485
187,210
187,354
189,263
190,192
190,270
191,199
192,195
192,304
192,330
194,294
195,211
196,277
196,317
196,339
198,223
198,287
199,200
199,205
199,313
200,282
201,496
202,208
203,487
204,216
205,418
206,241
207,310
207,404
209,229
209,316
210,227
210,236
211,327
213,246
213,377
214,220
216,292
218,228
219,238
220,242
220,459
221,340
225,239
225,260
226,333
227,255
227,421
227,468
228,244
228,323
229,441
230,397
231,237
232,475
234,240
236,329
236,410
237,302
237,498
238,298
239,290
240,293
240,378
240,390
241,337
241,364
241,380
241,446
245,250
245,262
247,252
249,254
250,336
251,370
255,258
255,259
255,265
255,341
256,408
257,493
259,279
261,357
262,299
264,347
265,278
266,297
267,269
267,311
269,308
269,407
270,300
271,312
272,448
274,322
275,291
275,306
276,346
277,420
278,383
279,394
279,405
279,472
282,285
282,342
283,305
284,331
285,356
286,352
286,362
286,385
287,314
287,344
287,361
288,307
290,414
291,369
293,296
296,431
297,353
299,345
299,375
299,413
302,309
302,427
304,376
305,360
306,350
307,419
308,321
310,363
311,371
311,409
312,368
312,398
312,424
314,320
315,335
317,430
320,434
321,440
322,343
322,365
323,326
323,334
326,396
326,411
329,358
330,460
331,406
331,451
332,399
332,464
336,465
341,438
341,477
342,470
343,443
345,373
345,494
346,449
347,402
350,355
352,428
353,476
355,367
356,463
358,392
360,391
361,384
362,478
363,444
365,433
367,374
368,381
368,489
369,426
370,401
370,429
372,455
374,389
374,395
375,490
377,387
378,393
379,382
380,432
383,452
384,386
386,403
390,436
391,400
391,454
392,416
393,415
398,491
400,412
400,466
401,417
401,422
402,499
411,461
412,437
412,456
413,458
416,481
424,473
430,447
431,488
432,483
435,482
436,462
438,442
440,497
443,469
444,480
449,474
451,457
451,471
462,467
465,479
466,486
483,484
484,492
488,495
498,500
