id_i,id_j
1,2
1,3
1,4
1,44
3,5
3,6
4,8
4,10
4,11
4,12
5,9
5,19
6,7
6,16
6,26
8,13
8,54
9,14
9,49
10,25
11,174
12,15
13,17
13,40
14,78
15,18
16,20
16,23
16,35
17,34
17,42
18,21
18,39
19,33
19,37
20,27
20,31
21,22
21,79
22,107
23,24
23,61
24,28
24,30
24,43
25,32
25,41
25,48
26,51
26,157
27,29
27,57
28,46
28,50
29,36
29,116
29,122
30,72
31,47
33,76
33,101
35,38
36,149
37,52
38,104
39,53
40,45
40,63
40,69
41,89
42,66
43,92
44,62
45,84
45,152
46,56
46,65
46,81
47,118
48,55
48,59
49,128
51,58
51,91
52,70
52,71
53,73
53,80
54,148
56,64
58,60
58,67
59,68
59,175
60,185
61,125
63,93
64,74
64,137
65,82
65,198
66,131
67,182
68,102
69,83
69,98
70,77
70,109
71,75
71,86
73,95
74,133
75,88
75,112
75,155
77,139
77,140
78,85
79,113
79,161
80,87
82,171
83,90
83,130
84,94
84,145
84,190
85,123
85,159
86,96
86,100
88,121
89,97
89,117
92,99
92,106
92,147
95,114
96,103
96,124
97,167
98,132
100,119
101,110
102,105
102,108
103,150
103,153
104,184
105,142
105,179
106,120
107,111
109,172
111,134
111,188
114,115
115,138
116,129
119,127
120,154
122,135
122,143
123,170
124,126
124,168
124,189
125,199
126,192
127,136
127,151
129,183
130,173
131,141
132,158
133,162
136,146
138,144
138,181
140,195
141,156
142,169
144,160
144,197
147,166
147,193
149,176
149,196
153,177
154,164
155,163
160,165
160,178
161,191
162,194
164,180
167,186
178,187
186,200
