id_i,id_j
1,2
1,3
1,5
2,8
3,4
3,6
3,7
5,10
7,9
9,24
10,11
11,12
12,13
12,14
12,15
15,16
16,17
17,18
18,19
19,20
19,21
19,23
21,22
23,66
24,25
25,26
26,27
26,28
28,29
29,30
30,31
30,45
31,32
32,33
33,34
34,35
35,36
36,37
36,38
36,39
39,40
40,41
41,42
42,43
43,44
43,59
44,48
45,46
45,47
45,49
49,50
50,51
50,52
52,53
53,54
54,55
55,56
55,57
57,58
58,64
59,60
59,61
61,62
62,63
64,65
64,86
66,67
67,68
67,69
69,70
70,71
71,72
72,73
73,74
74,75
75,76
76,77
77,78
78,79
78,80
78,81
81,82
82,83
82,84
82,85
85,87
87,88
88,89
88,90
89,91
91,92
92,93
92,94
94,95
95,96
96,97
96,98
98,99
99,100
