id_i,id_j
1,2
1,3
2,4
2,12
3,9
4,5
4,63
5,6
5,14
6,7
7,8
7,13
9,10
10,11
10,15
13,49
14,54
15,16
15,67
16,17
17,18
17,25
18,19
18,26
19,20
20,21
20,28
21,22
21,45
22,23
23,24
24,27
25,60
27,48
28,29
29,30
29,40
30,31
30,50
31,32
31,41
32,33
33,34
33,35
35,36
35,46
36,37
37,38
38,39
38,64
39,42
40,59
42,43
43,44
44,47
45,79
47,51
49,83
51,52
52,53
52,57
54,55
55,56
55,81
56,75
57,58
57,70
58,72
59,65
60,61
61,62
61,69
63,98
64,80
65,66
65,74
67,68
67,76
69,105
70,71
70,78
72,73
72,90
73,92
76,77
76,82
78,84
81,113
82,101
83,97
84,85
84,104
85,86
86,87
86,96
87,88
88,89
88,94
90,91
90,99
91,115
92,93
92,95
94,100
98,118
100,106
101,102
101,103
104,120
105,112
106,107
107,108
107,114
108,109
109,110
109,111
115,116
115,117
117,121
118,119
118,129
120,124
121,122
121,123
122,125
123,162
124,179
125,126
126,127
127,128
127,142
129,130
129,161
130,131
131,132
131,135
132,133
133,134
134,141
135,136
135,146
136,137
137,138
138,139
138,140
142,143
142,178
143,144
144,145
144,148
145,155
146,147
146,153
148,149
149,150
150,151
151,152
152,173
153,154
154,164
155,156
156,157
156,174
157,158
158,159
159,160
159,175
160,183
161,166
162,163
163,170
164,165
165,172
166,167
167,168
168,169
168,189
170,171
172,180
173,197
175,176
176,177
177,188
178,192
180,181
181,182
182,190
183,184
184,185
185,186
186,187
186,191
191,194
192,193
194,195
194,196
197,198
198,199
199,200
