id_i,id_j
1,2
1,3
2,5
3,4
4,10
5,6
5,11
6,7
7,8
8,9
8,12
9,13
12,23
13,14
13,24
14,15
15,16
15,21
16,17
17,18
18,19
19,20
20,22
21,25
25,26
26,27
26,31
27,28
28,29
29,30
29,32
30,45
31,36
32,33
32,44
33,34
34,35
34,52
35,41
36,37
36,60
37,38
38,39
38,40
40,43
41,42
42,46
43,61
45,49
46,47
47,48
48,54
49,50
50,51
50,77
52,53
52,56
54,55
54,74
56,57
57,58
57,65
58,59
58,63
61,62
61,64
63,76
64,72
65,66
65,73
66,67
66,78
67,68
68,69
69,70
70,71
70,80
74,75
78,79
78,82
80,81
80,83
82,84
83,88
84,85
85,86
86,87
86,97
87,98
88,89
88,96
89,90
90,91
90,95
91,92
92,93
93,94
98,99
99,100
