id_i,id_j
1,2
2,3
2,4
4,5
5,6
5,22
6,12
7,8
7,10
8,9
10,11
11,12
13,15
13,17
14,15
15,24
16,18
17,18
17,32
19,21
20,21
20,24
22,23
22,25
24,25
26,28
26,35
27,28
28,31
29,31
29,47
30,31
32,34
32,36
33,34
35,37
36,37
37,99
38,39
38,44
39,40
40,43
41,42
42,43
44,46
45,46
45,49
47,48
48,50
49,50
51,53
52,53
53,56
54,55
55,56
56,57
57,58
58,59
58,62
60,62
60,71
61,62
63,64
63,67
64,65
66,68
67,68
67,74
69,70
69,75
69,90
70,71
72,73
73,74
74,75
76,78
76,91
77,78
78,80
79,81
80,81
81,86
82,84
82,85
83,84
85,87
86,87
88,90
89,90
90,93
91,93
92,93
92,96
94,96
95,96
95,99
97,98
97,100
99,100
