id_i,id_j
1,2
1,9
1,122
2,3
2,21
3,4
3,6
4,5
4,7
4,151
5,14
5,89
6,13
7,8
7,48
8,16
8,20
9,10
9,11
9,85
10,12
10,25
10,32
10,90
11,34
12,19
12,181
13,15
13,45
14,78
14,127
15,17
15,31
16,24
16,112
16,115
17,18
17,84
17,146
18,22
18,43
18,79
19,26
19,42
20,30
21,23
21,66
22,50
22,71
23,27
23,47
23,60
24,33
24,36
25,28
26,29
26,37
29,41
29,63
29,144
31,61
32,91
33,38
34,35
34,49
34,161
36,69
36,111
37,64
37,76
38,39
38,51
39,40
39,52
39,62
40,44
40,72
41,68
41,81
42,53
42,55
42,59
43,74
43,75
44,46
44,67
44,123
45,175
48,126
50,65
50,73
51,54
52,56
52,94
53,95
53,148
54,88
55,57
56,58
57,143
58,100
59,145
63,135
64,80
64,93
64,176
65,86
65,98
66,83
66,110
67,70
67,118
68,87
68,99
69,92
69,147
70,109
71,96
72,166
73,77
73,97
75,108
75,116
75,124
76,129
77,104
77,113
78,101
78,114
78,134
79,82
79,105
80,158
81,107
82,106
86,103
86,117
86,149
87,140
87,150
88,119
89,179
90,120
93,169
94,159
95,164
97,172
98,102
99,157
101,163
102,128
103,131
103,142
105,139
105,165
106,155
109,132
113,121
115,185
116,130
117,154
118,125
119,195
120,133
121,153
123,180
124,171
125,152
128,192
129,136
129,137
131,174
132,138
132,141
132,178
134,156
137,194
139,190
141,177
144,160
144,198
145,173
146,187
150,186
153,170
154,200
158,162
159,168
162,167
162,182
163,189
175,197
176,191
178,199
179,188
180,183
180,184
184,193
186,196
