id_i,id_j
1,2
1,3
1,72
2,5
2,6
3,4
3,9
3,33
4,13
4,19
5,7
5,8
5,11
6,10
6,17
6,76
7,12
8,14
8,22
9,25
9,74
10,15
12,24
12,45
13,16
14,21
14,59
15,18
15,20
16,34
16,57
17,31
17,53
18,23
18,43
19,48
19,51
20,42
20,44
22,26
22,27
22,30
22,37
23,35
24,36
24,50
24,61
25,28
25,29
26,55
27,38
27,41
28,32
28,46
28,65
30,39
31,63
32,69
32,97
33,100
34,84
38,40
38,47
38,54
39,79
40,49
42,68
42,77
43,90
44,60
46,80
46,86
48,66
48,70
51,52
53,67
55,56
56,58
56,99
57,87
58,75
59,64
60,62
62,71
62,96
64,78
66,98
67,73
69,83
73,95
75,91
78,85
79,81
81,82
82,88
84,94
88,89
91,92
91,93
