id_i,id_j
1,2
1,6
1,7
1,8
1,14
2,3
3,4
3,5
3,9
4,10
4,17
4,21
5,11
5,28
5,63
6,12
7,18
7,23
7,57
8,19
9,13
9,22
10,65
11,25
11,34
12,15
13,16
13,40
14,79
15,31
16,20
16,45
17,90
18,27
19,38
20,24
20,53
21,29
22,37
24,26
24,64
25,36
26,51
27,30
27,32
27,42
27,52
28,35
28,74
29,33
29,61
29,76
30,60
31,43
32,98
34,59
35,39
37,50
37,72
38,49
38,81
39,41
39,44
39,46
40,48
42,54
45,47
46,75
47,55
48,99
51,96
52,58
54,62
55,56
55,69
55,70
56,66
56,80
59,94
60,68
62,77
62,84
64,67
64,78
65,71
65,85
68,82
72,73
74,88
75,89
76,100
77,86
78,83
79,93
81,87
81,91
89,92
91,95
94,97
