id_i,id_j
1,2
1,4
1,5
1,21
2,3
2,33
3,17
3,53
4,7
4,10
5,6
5,8
6,14
6,20
7,26
8,9
8,11
8,31
9,13
9,22
9,37
10,12
10,35
11,30
12,24
13,15
13,16
13,18
14,62
15,69
16,19
16,25
16,71
17,42
18,88
19,34
19,98
20,67
21,23
21,27
22,45
23,40
24,46
25,28
25,49
26,32
27,29
28,61
28,68
29,38
29,78
30,55
30,56
31,60
32,36
32,48
32,83
34,39
34,80
35,72
36,41
36,85
37,75
38,54
38,64
39,43
40,47
40,58
40,66
41,76
42,44
42,52
43,93
45,50
45,74
46,97
48,57
50,51
51,59
51,70
54,63
54,65
57,90
58,81
59,86
60,91
63,100
68,73
75,77
75,84
76,79
77,92
80,87
80,99
81,82
82,95
83,89
84,94
84,96
