id_i,id_j
1,2
1,8
1,35
2,3
2,14
2,20
3,4
3,5
4,6
4,28
4,40
5,7
5,49
5,69
6,9
6,19
6,27
7,17
8,12
9,10
9,13
9,41
10,11
10,32
11,15
12,16
14,18
15,94
16,22
16,24
16,42
16,43
17,21
17,23
18,25
18,77
19,86
20,39
20,60
21,30
22,44
23,31
23,61
24,26
24,50
25,48
25,51
26,38
26,80
26,82
27,29
27,74
29,53
30,34
30,83
31,33
32,36
33,55
34,37
34,64
35,54
36,84
36,90
37,52
37,100
41,70
42,45
42,56
43,46
43,85
44,97
45,66
45,96
46,47
47,68
49,62
50,76
52,81
53,67
53,79
54,91
55,57
55,65
56,58
57,59
60,63
60,87
61,78
61,98
62,73
64,72
68,93
70,71
71,75
71,89
77,88
81,92
81,99
88,95
