id_i,id_j
1,2
1,6
1,34
2,3
2,7
2,15
2,30
3,4
3,10
3,12
4,5
4,23
5,8
5,32
6,37
7,9
8,54
8,95
9,13
9,45
10,11
11,14
12,28
13,20
13,24
13,61
14,18
14,26
15,16
15,21
16,17
16,22
16,27
17,52
18,19
18,33
20,68
20,167
21,31
22,25
23,36
25,50
26,35
26,153
27,29
27,39
28,44
28,46
29,41
30,67
31,40
31,60
31,119
32,38
32,57
33,49
34,59
35,56
36,105
37,93
38,62
38,110
39,47
39,100
40,42
40,55
41,53
42,43
42,129
43,48
43,96
46,70
47,51
48,64
49,63
49,73
50,65
51,58
51,69
51,84
53,75
54,80
54,81
55,147
56,97
58,79
59,77
59,102
61,66
62,86
62,94
63,99
63,122
65,89
65,90
66,85
68,72
68,78
68,146
69,76
70,71
70,87
70,181
71,74
71,191
72,189
73,117
74,82
75,120
75,144
76,103
76,124
77,101
78,88
79,151
79,171
80,83
80,116
82,107
82,192
84,92
86,121
88,136
90,91
91,156
92,137
93,114
93,115
94,131
95,98
95,139
96,104
96,126
96,149
96,154
97,127
97,142
98,174
99,152
101,112
102,197
104,143
104,148
105,106
105,108
106,113
107,109
107,140
107,169
108,133
108,173
109,118
109,134
109,185
110,111
112,180
113,125
113,163
115,162
116,161
117,135
118,123
119,160
121,168
122,128
124,172
125,132
126,150
127,130
128,145
129,158
132,157
132,190
133,155
135,182
137,138
140,141
141,187
144,159
144,164
148,188
149,175
153,166
154,176
154,199
157,184
158,178
159,193
161,194
161,195
164,165
165,177
166,183
167,170
173,179
173,200
176,186
185,196
188,198
