id_i,id_j
1,2
1,6
1,11
1,30
1,33
2,3
2,4
2,5
3,14
3,38
4,7
4,16
4,29
5,8
5,10
6,9
6,15
7,13
7,42
8,75
9,12
9,18
10,20
10,53
11,17
12,22
12,51
14,25
14,78
15,21
16,24
16,26
17,31
18,19
18,28
19,34
19,37
19,71
21,23
21,27
22,32
22,48
23,123
24,93
24,178
25,117
26,35
27,76
28,77
31,39
31,40
31,65
32,49
32,57
33,97
34,69
35,36
35,41
35,148
36,44
36,56
37,45
37,46
39,59
39,132
40,43
42,61
42,66
43,47
43,55
43,60
43,80
45,50
45,89
45,108
46,52
47,58
47,63
47,99
48,136
49,64
49,82
49,119
50,54
50,91
52,152
53,67
54,79
54,88
55,83
56,92
56,96
56,104
57,195
58,70
60,149
61,62
61,118
62,74
62,116
63,72
64,68
67,144
68,73
68,86
68,111
68,128
68,135
68,175
69,115
69,161
70,81
70,103
71,98
72,160
72,184
73,87
74,90
74,150
77,101
77,114
78,85
78,140
80,126
80,147
81,102
81,106
82,84
83,137
83,142
85,196
86,94
86,125
87,157
87,164
88,95
88,120
88,121
90,109
91,110
92,100
94,131
95,112
95,113
96,138
97,105
97,107
98,169
100,122
102,193
104,134
105,183
106,166
106,200
107,146
108,133
109,156
110,165
111,151
112,143
113,130
114,124
116,180
117,154
121,129
121,171
122,139
122,170
125,127
131,153
131,199
132,158
132,176
133,163
134,145
134,179
135,189
137,168
139,186
140,141
142,172
148,155
153,167
156,159
156,162
158,188
159,177
162,181
168,174
168,187
168,197
170,173
175,191
176,190
178,185
179,182
185,194
187,198
191,192
