id_i,id_j
1,2
1,3
1,5
1,12
2,58
3,4
3,9
4,7
4,22
4,26
4,77
5,6
5,24
6,8
6,11
7,18
7,42
8,10
8,29
9,13
9,21
10,15
11,14
12,20
12,28
14,17
14,19
14,32
14,36
15,16
15,39
16,38
16,60
17,27
18,53
18,78
20,23
21,25
21,57
22,46
23,31
23,43
23,54
24,44
25,30
28,40
29,33
29,70
30,91
31,35
31,52
31,55
32,59
32,75
33,34
33,47
34,67
34,71
36,37
37,41
37,51
37,69
38,45
38,68
38,81
39,74
40,50
40,63
41,48
42,49
43,82
45,72
45,84
47,56
47,83
47,87
48,76
48,97
49,62
49,99
51,80
52,61
55,65
57,64
57,66
58,94
60,73
60,100
62,79
62,85
62,92
63,86
65,90
68,89
79,95
80,88
80,96
87,98
91,93
