id_i,id_j
1,3
1,17
2,3
2,6
4,5
4,7
5,6
7,9
7,11
8,9
10,12
11,12
13,15
13,16
14,15
16,18
17,18
17,22
19,21
19,41
20,21
20,85
21,24
22,23
23,25
24,25
26,28
27,28
27,31
27,32
29,30
30,31
32,33
33,34
33,35
35,37
36,37
36,40
38,40
38,42
39,40
41,42
42,43
43,48
44,46
44,49
45,46
47,48
47,49
49,50
51,53
51,54
51,57
52,53
54,56
55,56
57,59
58,59
58,62
60,61
61,62
62,73
63,65
63,68
64,65
65,83
66,68
67,68
67,71
69,70
70,71
71,75
72,73
73,75
74,75
76,78
77,78
77,79
79,80
79,94
80,81
81,85
82,84
83,84
83,87
85,86
86,87
88,89
89,90
89,93
89,186
91,92
92,93
93,96
94,95
95,96
96,98
97,98
97,100
99,100
101,102
101,138
102,103
103,105
103,111
104,106
105,106
107,108
107,110
108,109
109,123
110,111
111,112
113,114
114,115
114,117
116,118
116,125
117,118
119,121
120,121
121,123
122,123
122,124
124,125
126,128
127,128
128,130
129,131
129,133
130,131
132,134
132,135
133,134
133,146
135,137
136,137
136,153
138,139
139,140
140,142
141,142
142,143
143,147
144,145
144,148
145,146
147,148
148,150
149,150
151,152
151,154
152,153
154,156
155,156
155,162
157,158
157,163
158,159
158,161
160,161
161,162
163,164
163,171
164,165
165,168
166,167
167,168
169,170
170,171
170,172
170,197
172,173
172,174
174,175
176,177
177,178
177,180
178,185
179,181
180,181
182,183
183,184
184,187
185,187
186,187
187,191
188,190
188,191
189,190
191,192
192,193
193,198
194,195
194,198
195,196
197,198
197,199
199,200
