id_i,id_j
1,2
1,5
2,3
3,12
4,5
4,22
5,6
7,9
7,12
8,9
8,149
10,11
11,12
13,15
13,17
14,15
15,25
16,18
17,18
17,51
19,20
20,21
21,22
21,28
22,23
23,24
24,25
26,28
26,30
27,28
28,36
29,31
30,31
32,33
32,37
32,42
33,34
35,36
36,37
38,40
38,50
39,40
40,43
41,43
42,43
44,46
44,47
45,46
47,48
47,49
49,50
51,52
51,58
52,53
52,55
54,56
55,56
57,58
58,59
59,62
60,61
60,69
61,62
63,64
63,66
64,65
65,73
66,68
67,68
69,70
70,71
71,75
72,73
72,75
72,82
74,75
76,77
76,81
77,78
79,80
80,81
81,82
82,83
83,84
84,86
85,86
86,87
87,94
88,89
88,100
89,90
90,93
91,93
92,93
94,95
95,96
96,100
97,98
97,99
99,100
101,102
102,103
103,104
103,107
104,106
105,106
105,118
107,109
108,109
108,111
110,111
111,112
113,115
113,117
114,115
114,127
116,117
116,122
117,118
119,120
120,121
121,125
122,123
123,124
123,165
124,125
126,127
126,130
127,128
128,138
129,131
129,137
130,131
132,134
133,134
133,135
135,137
136,137
138,140
138,144
139,140
140,142
141,142
142,143
144,146
144,148
145,146
147,148
148,150
149,150
151,153
152,153
152,156
153,159
154,156
155,156
156,185
157,158
158,159
158,160
160,162
161,162
161,171
163,164
163,167
163,173
164,165
166,168
167,168
169,171
170,171
171,172
172,173
173,175
174,175
176,178
176,180
177,178
177,193
179,181
179,187
180,181
182,184
182,185
183,184
185,187
186,187
188,189
188,191
189,190
189,194
191,192
192,193
194,196
195,196
195,199
197,198
197,200
199,200
