id_i,id_j
1,3
1,19
2,3
2,10
3,5
4,6
5,6
7,9
7,10
8,9
8,31
10,11
11,12
13,15
13,21
14,15
14,17
16,17
17,18
18,51
19,21
20,21
20,22
22,23
23,24
24,25
26,28
26,30
27,28
27,36
29,30
30,31
32,33
32,35
33,34
33,40
35,37
36,37
38,39
39,40
39,43
41,42
41,49
42,43
44,46
44,47
45,46
47,48
48,50
49,50
51,52
51,54
51,82
52,53
53,61
54,56
55,56
57,59
57,62
58,59
60,62
60,71
61,62
63,64
63,67
64,65
66,67
66,72
67,68
69,71
70,71
70,74
72,73
72,74
74,75
76,77
76,83
77,78
78,79
78,96
79,80
80,81
82,84
83,84
84,85
85,86
86,87
88,90
89,90
89,91
89,96
91,92
92,93
94,95
94,97
95,96
97,98
98,100
99,100
