id_i,id_j
1,2
1,3
1,6
1,10
1,18
2,4
2,9
2,30
2,32
3,7
3,13
3,14
3,27
3,47
4,5
6,11
6,16
7,8
7,19
8,20
8,51
8,54
10,43
10,49
11,12
11,17
11,29
12,23
12,52
12,56
13,15
15,26
16,25
16,37
16,46
16,50
17,36
18,33
18,35
19,21
19,28
20,57
21,22
21,31
21,34
22,48
23,24
27,38
33,39
36,45
37,42
38,40
38,41
40,44
47,53
53,55
57,58
58,59
59,60
60,61
61,62
61,63
63,64
64,65
65,66
65,67
67,68
67,69
68,70
68,71
68,72
72,73
72,74
74,75
75,76
75,77
77,78
78,79
78,80
78,81
79,82
81,84
82,83
82,85
85,86
86,87
87,88
88,89
89,90
90,91
91,92
91,93
93,94
93,95
95,96
95,97
95,98
98,99
98,100
