id_i,id_j
1,2
1,3
1,12
1,41
2,6
3,4
3,5
4,49
5,9
5,14
5,23
6,7
6,8
6,64
7,34
8,10
8,18
9,13
10,11
10,15
11,17
12,30
12,105
13,19
14,16
15,66
15,81
16,47
17,20
17,21
18,29
19,27
19,33
20,24
20,25
20,32
20,93
21,22
21,38
22,87
23,43
24,65
25,26
26,28
27,36
27,52
27,61
28,31
28,50
28,123
30,72
30,78
31,56
31,80
32,35
32,54
33,37
34,45
35,44
36,40
36,42
37,59
38,39
38,71
39,79
40,57
40,63
41,109
42,48
42,96
43,122
44,46
44,55
45,53
45,58
45,60
45,179
46,116
47,51
48,84
48,113
49,111
50,147
51,83
52,67
52,77
53,73
53,88
54,69
55,70
55,153
56,100
56,149
57,62
57,75
59,97
60,82
60,165
62,86
63,76
63,92
66,68
67,74
67,133
68,90
69,164
69,178
70,99
71,107
71,110
73,128
74,85
74,118
75,101
75,195
76,160
77,89
77,148
78,174
79,102
80,98
80,146
83,91
83,135
83,136
84,95
86,94
86,108
87,106
90,150
91,138
92,104
93,168
95,117
95,134
95,142
96,175
97,112
99,103
100,119
100,177
100,196
101,114
101,130
103,121
104,161
106,132
107,171
108,126
108,139
108,170
109,115
110,183
112,131
113,120
114,127
116,144
117,167
118,125
118,154
119,184
120,124
121,143
122,199
123,137
124,156
126,152
127,151
128,129
129,140
129,162
130,141
131,192
132,145
132,158
135,173
136,194
142,157
146,169
146,180
149,155
149,163
151,198
156,182
157,176
157,181
158,159
159,166
159,197
166,172
166,186
167,187
167,188
174,193
180,200
182,189
182,191
183,185
189,190
