id_i,id_j
1,2
1,4
1,6
1,172
2,3
2,22
3,5
4,12
4,19
4,25
4,51
5,9
5,39
5,65
6,7
6,11
7,8
8,13
8,29
8,38
9,10
9,15
9,62
10,57
10,89
10,115
11,18
11,55
12,14
13,16
14,44
14,61
15,107
16,17
16,63
16,72
17,20
17,40
17,144
18,33
18,49
19,21
19,59
20,26
20,35
20,53
21,23
21,27
21,71
22,66
22,86
23,24
23,30
23,32
24,28
25,31
26,83
27,42
27,185
28,97
30,36
30,54
30,79
31,34
31,68
32,67
32,111
33,64
34,37
35,48
35,99
36,50
36,156
36,176
37,41
38,43
39,46
40,56
40,148
43,47
43,117
44,45
44,126
45,91
45,100
47,52
50,163
51,142
53,60
53,104
54,58
55,75
56,125
56,149
58,81
58,82
59,73
60,88
60,96
60,102
61,94
62,110
62,134
63,77
63,85
64,98
65,76
66,132
67,70
67,84
68,69
68,109
69,114
70,108
72,74
73,80
74,101
76,78
76,128
78,118
80,106
81,146
82,95
83,105
83,119
84,129
84,130
85,87
87,93
87,103
89,90
89,92
91,112
91,133
93,138
93,187
95,165
96,124
96,153
97,152
98,113
99,121
99,123
100,127
101,157
102,137
102,139
103,143
103,168
105,150
108,166
109,171
110,154
112,122
112,195
113,116
113,184
114,131
114,141
117,136
117,140
118,120
120,199
121,151
123,145
125,162
127,158
128,180
130,174
131,147
131,200
132,135
133,159
133,182
137,170
137,183
138,181
141,169
143,178
146,155
148,167
149,190
150,175
152,161
152,177
153,173
155,179
156,196
157,164
159,160
159,191
174,186
176,189
177,188
179,192
186,198
188,194
190,193
191,197
