id_i,id_j
1,3
2,3
2,4
4,5
4,10
5,6
7,8
7,12
8,9
10,12
11,12
11,22
13,14
13,21
14,15
15,18
16,17
16,35
17,18
19,20
19,22
20,21
22,23
22,24
24,25
26,28
27,28
27,31
28,32
29,31
30,31
32,34
32,35
33,34
33,41
33,90
35,36
36,37
38,39
38,48
39,40
40,42
41,43
42,43
44,46
45,46
45,47
47,48
47,50
49,50
51,53
51,54
51,59
52,53
52,93
54,55
55,56
57,58
57,60
58,59
60,62
61,62
61,70
63,64
63,68
64,65
66,68
67,68
67,75
69,70
70,71
71,73
72,73
72,74
74,75
76,78
77,78
78,81
78,98
79,80
80,81
81,82
82,84
83,84
83,85
85,87
86,87
88,90
89,90
89,91
90,95
91,92
92,93
94,95
95,96
96,99
97,98
97,99
99,100
