id_i,id_j
1,2
1,7
1,10
1,18
2,3
2,4
3,13
3,17
4,5
4,6
4,8
4,9
4,15
5,21
5,23
6,29
6,43
6,53
7,11
8,50
9,52
9,55
10,40
11,12
11,26
11,73
12,14
12,100
13,16
13,28
13,90
14,19
14,27
14,72
15,32
17,20
17,24
17,60
18,22
18,36
20,31
20,51
21,38
22,25
22,41
23,33
25,39
26,65
27,37
27,45
29,30
29,35
29,44
30,89
31,64
33,34
34,47
34,57
34,93
35,59
38,49
38,58
41,42
41,46
42,61
42,68
43,48
44,69
45,63
45,85
46,54
49,62
54,79
54,87
54,88
55,56
55,77
56,80
56,81
58,67
59,82
61,74
61,76
63,66
65,70
66,75
67,95
67,96
69,84
70,71
70,78
71,92
79,91
81,94
82,83
83,97
85,86
89,98
97,99
