id_i,id_j
1,2
2,3
2,6
4,5
4,7
4,47
5,6
6,13
7,9
8,9
9,12
10,12
11,12
13,14
14,15
14,18
15,71
16,17
16,19
17,18
19,21
20,21
20,23
22,23
23,25
24,25
26,28
27,28
27,35
28,29
29,30
30,31
30,41
32,33
33,34
33,35
35,37
36,37
38,39
39,40
39,48
40,41
41,42
42,43
44,46
45,46
45,48
47,48
47,49
49,50
51,52
51,57
52,53
52,56
54,55
55,56
56,72
57,58
57,60
58,59
60,62
61,62
61,100
63,64
63,68
63,75
64,65
66,67
67,68
69,70
69,73
70,71
72,73
73,75
74,75
76,78
77,78
78,81
78,86
79,81
80,81
82,83
82,85
83,84
85,87
85,89
86,87
88,89
89,90
90,93
91,92
91,94
92,93
94,96
95,96
96,99
97,98
97,99
99,100
