id_i,id_j
1,3
1,5
2,3
4,6
4,17
5,6
5,9
5,31
7,9
8,9
8,12
10,12
11,12
13,14
13,24
14,15
14,17
16,17
17,18
19,20
19,23
20,21
22,23
22,24
24,25
26,28
26,29
27,28
27,36
29,30
30,31
32,33
33,34
33,37
35,37
35,43
36,37
38,39
38,41
39,40
41,42
42,43
43,48
44,46
45,46
45,50
46,68
47,48
48,49
49,50
51,52
51,56
51,60
52,53
54,55
55,56
57,59
58,59
58,60
60,62
61,62
61,72
63,64
63,66
64,65
64,69
64,76
66,68
67,68
69,71
70,71
70,74
72,73
72,75
74,75
76,77
77,78
78,79
79,81
80,81
80,99
81,83
82,83
83,84
84,87
85,87
86,87
88,90
88,93
89,90
90,98
91,92
92,93
94,95
95,96
95,97
97,98
98,99
99,100
