id_i,id_j
1,2
1,5
1,6
2,3
2,4
3,28
3,34
4,8
4,33
5,9
6,7
6,11
6,21
6,29
7,18
7,27
8,13
8,14
8,23
9,10
9,25
10,12
11,16
12,15
13,17
13,46
13,81
14,22
15,24
16,19
16,20
16,32
17,44
18,26
18,57
19,64
20,43
20,47
21,30
21,69
22,50
23,39
24,85
25,35
25,38
26,31
27,36
28,77
29,41
30,68
30,74
31,48
33,37
34,59
35,52
35,54
36,40
37,89
39,87
40,63
40,99
41,42
41,76
42,49
43,53
43,55
44,45
44,58
45,56
45,62
46,93
47,67
49,51
50,60
50,61
51,66
52,72
53,75
55,78
59,65
60,90
62,73
63,82
63,84
63,94
65,70
66,71
67,79
68,83
70,86
72,92
72,97
73,96
77,80
83,91
84,88
90,95
96,98
96,100
