id_i,id_j
1,2
1,6
1,11
1,55
2,3
2,9
3,4
3,8
4,5
4,7
4,10
5,67
6,25
7,24
8,17
9,12
9,14
10,18
10,37
10,38
11,19
11,50
11,123
12,13
12,15
12,116
13,31
14,16
14,53
15,20
15,22
16,45
17,46
18,30
19,21
20,27
20,44
20,68
22,23
23,29
23,54
24,26
24,57
25,28
26,33
27,32
27,41
27,61
28,48
29,35
29,62
29,65
30,47
30,70
31,105
31,173
32,34
32,77
33,42
34,100
35,36
35,58
36,39
36,91
36,99
37,66
37,74
38,49
39,40
39,85
39,112
40,136
41,43
41,140
42,87
42,141
43,60
43,83
44,125
45,56
46,119
47,52
48,79
49,75
50,51
50,142
51,59
51,98
52,103
53,139
55,185
56,88
57,176
58,63
58,165
59,73
59,96
60,64
60,93
63,80
63,171
64,71
64,72
65,118
66,69
67,76
67,78
69,170
70,89
70,108
71,86
72,84
74,97
75,109
76,82
76,127
77,92
78,164
79,81
79,168
80,90
80,200
81,158
82,138
82,144
83,94
83,131
85,151
86,120
86,169
86,177
87,95
88,102
88,126
88,130
90,117
91,152
93,106
93,111
95,101
95,153
96,104
96,145
97,172
102,107
102,147
103,133
104,124
105,110
107,113
107,135
108,159
110,148
110,157
110,189
111,114
111,128
111,197
112,115
112,121
116,122
118,192
119,129
119,163
120,132
120,134
124,160
125,150
125,166
128,143
128,186
129,181
129,194
131,149
131,156
133,162
133,175
136,137
136,154
137,161
137,183
142,195
143,146
143,155
147,191
151,180
152,184
153,188
155,187
158,182
159,174
161,167
162,196
167,178
171,179
182,190
185,193
192,198
198,199
