id_i,id_j
1,3
2,3
3,5
3,10
4,5
5,6
7,8
7,50
8,9
9,11
10,11
11,12
12,21
13,14
13,16
14,15
14,23
16,18
17,18
19,20
19,52
20,21
20,24
22,23
22,25
24,25
26,28
26,29
27,28
27,33
29,30
30,31
32,34
32,35
33,34
35,36
36,37
36,50
38,39
39,40
40,43
41,43
41,49
42,43
44,45
45,46
46,50
47,48
47,141
48,50
49,50
51,53
51,56
52,53
54,55
54,59
55,56
57,58
58,59
58,76
59,61
60,61
60,66
61,62
63,65
64,65
64,71
65,68
66,68
67,68
69,71
70,71
70,74
72,73
73,75
74,75
76,78
77,78
78,80
79,80
79,82
80,81
82,84
83,84
84,87
85,86
86,87
87,99
88,89
88,93
89,90
91,92
91,94
92,93
94,96
95,96
95,97
97,98
97,100
99,100
101,103
102,103
102,109
103,105
104,106
104,155
105,106
107,108
108,109
108,112
109,123
110,112
111,112
113,114
113,117
114,115
114,125
116,117
117,118
117,126
119,121
119,125
120,121
122,123
122,125
124,125
126,127
127,128
127,129
129,131
130,131
131,135
132,133
132,137
133,134
133,149
135,136
136,137
138,140
138,143
139,140
139,144
141,142
142,143
144,145
145,146
145,147
147,148
148,150
149,150
151,153
151,157
152,153
153,156
154,156
154,173
155,156
157,159
158,159
158,161
160,162
161,162
163,164
164,165
164,167
165,175
166,168
166,197
167,168
169,170
170,171
170,174
172,173
172,174
174,175
176,178
176,182
177,178
177,181
178,195
179,180
180,181
182,183
182,185
183,184
185,186
186,187
188,190
189,190
190,193
191,192
191,196
192,193
194,196
195,196
195,198
197,198
198,199
199,200
