id_i,id_j
1,2
1,5
2,3
3,4
4,6
4,8
5,7
7,10
8,9
8,11
10,25
11,12
12,13
12,23
13,14
13,22
14,15
15,16
16,17
16,21
17,18
18,19
18,20
21,24
25,26
26,27
26,28
27,42
28,29
28,37
29,30
30,31
31,32
32,33
33,34
33,41
34,35
35,36
36,44
37,38
37,49
38,39
39,40
40,55
41,45
42,43
42,50
43,46
44,89
46,47
47,48
47,56
48,60
50,51
50,59
51,52
52,53
52,54
54,68
55,58
56,57
56,64
57,70
58,67
60,61
61,62
62,63
62,66
64,65
64,69
66,72
67,73
68,79
69,82
70,71
70,88
71,74
74,75
74,78
75,76
76,77
77,83
79,80
80,81
80,107
81,91
82,111
83,84
83,85
85,86
86,87
87,108
88,109
89,90
89,124
91,92
91,96
92,93
93,94
93,130
94,95
95,129
96,97
96,106
97,98
97,135
98,99
98,125
99,100
100,101
100,102
101,105
102,103
103,104
103,148
106,131
109,110
109,142
110,112
111,127
112,113
112,133
113,114
114,115
115,116
115,128
116,117
116,138
117,118
118,119
118,126
119,120
120,121
121,122
122,123
122,144
124,172
125,134
129,168
131,132
131,136
133,160
136,137
136,140
138,139
138,169
140,141
140,154
141,145
142,143
143,155
145,146
145,147
146,159
147,183
148,149
149,150
149,187
150,151
150,163
151,152
152,153
153,164
155,156
156,157
157,158
160,161
161,162
161,170
163,173
164,165
164,198
165,166
166,167
166,199
167,175
169,171
170,180
171,189
173,174
173,182
175,176
176,177
177,178
177,179
180,181
180,188
182,186
183,184
184,185
184,200
185,190
190,191
191,192
192,193
193,194
194,195
195,196
196,197
